,years,회사명,stock_code,전년도ESG,종합등급,매출액,영업이익,영업이익(발표기준),당기순이익,지배주주순이익,비지배주주순이익,부채총계,자본총계,지배주주지분,비지배주주지분,자본금,부채비율,유보율,영업이익률,지배주주순이익률,ROA,ROE,EPS(원),BPS(원),DPS(원),PBR,발행주식수,배당수익률,지속가능경영 보고서공시여부,매출액_상승률(퍼센트),영업이익_상승률,배당수익률_상승률,영업이익률_상승률,이사의 수,사외이사 수,사외이사 비율,녹색 기업 지정,총 임원 수,여성 임원 수 ,여성 임원 비율,남성 평균 연봉,여성 평균 연봉,남성 정규직 수,여성 정규직 수,남성 직원 수,여성 직원 수,직원 수,여성 직원 비율,남성 직원 비율,남성 정규직 비율,여성 정규직 비율,외국인 보유수량,외국인 지분율,시가총액,상장주식수,용수 사용량 등급,에너지 총량 등급,온실가스 배출총량 등급,RE100,high_carbon,sbti,자본비율,기업분류,장애인근로자수,장애인고용률,L재무구조,L성장성,L지배구조,L환경,L사회,L사회_등급,L환경_등급,L지배구조_등급,L성장성_등급,L재무구조_등급,업종명
1580,2020,화신,010690,C,B+,10855,-113,-113,-542,-542,0,5670,2557,2557,0,175,221.78,1388.39,-1.0409949332105,-5.0,-6.65,-19.53,-1553,7442,50,0.45,34920,1.48,0,-6.76801511637895,-132,-0.05,-1.2041831149506,5,3,0.6,0,28,0,0.0,64000000,47000000,814,37,877,42,919,4.570184984,95.42981502,0.928164196,0.880952381,559934,1.6,118205587850,34920410,5,5,5,0,1,0,0.310805883067947,2,0,0.0,9,2,11,15,6,B,D,B,D,B,운수장비
1581,2021,화신,010690,B+,C,12366,242,242,244,244,0,5823,2884,2884,0,175,201.88,1576.15,1.95697881287401,1.97,2.88,8.96,698,8381,70,0.99,34920,0.84,0,13.9198526024873,355,-0.64,2.99797374608451,5,3,0.6,0,27,0,0.0,65000000,46000000,798,35,874,40,914,4.376367615,95.62363239,0.913043478,0.875,1014341,2.9,290537811200,34920410,5,5,5,0,1,0,0.331189710610933,2,0,0.0,9,10,12,15,6,B,D,B+,A,B,운수장비
1582,2022,화신,010690,C,B+,16903,874,874,742,742,0,6478,3569,3569,0,175,181.51,1968.06,5.17067976098917,4.39,7.91,23.0,2125,10340,100,0.7,34920,1.39,0,36.689309396733,632,0.55,3.21370094811516,5,3,0.6,0,28,0,0.0,74000000,62000000,803,38,892,41,933,4.394426581,95.60557342,0.900224215,0.926829268,2706062,7.75,252125360200,34920410,5,5,5,0,1,0,0.35526577742385,2,0,0.0,10,11,12,15,6,B,D,B+,A,B,운수장비
1583,2023,화신,010690,B+,A,18028,837,837,773,773,0,7518,4451,4451,0,175,168.91,2451.12,4.64277790104282,4.29,7.02,19.27,2213,12756,150,1.07,34920,1.1,0,6.65562326214282,-37,-0.29,-0.527901859946351,5,3,0.6,0,29,0,0.0,80000000,51000000,839,41,960,45,1005,4.47761194,95.52238806,0.873958333,0.911111111,1980509,5.67,477711208800,34920410,5,5,5,0,1,0,0.371908422459893,2,0,0.0,11,5,13,15,6,B,D,A,C,B+,운수장비
1584,2019,평화홀딩스,010770,0,B,5811,-36,-36,-218,-138,-80,3789,1240,1166,75,73,305.43,1509.49,-0.619514713474445,-2.37,-4.36,-11.1,-942,8047,150,0.45,14625,4.17,0,0.0,-93,0.0,0.0,0,0,0.0,0,11,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,52651677600,14625466,5,5,5,0,0,0,0.246569894611255,2,0,0.0,6,3,8,15,3,,,,,,운수장비
1585,2020,평화홀딩스,010770,B,B,5211,-31,-31,-84,-31,-53,4031,1192,1148,44,73,338.17,1485.73,-0.594895413548263,-0.6,-1.65,-2.68,-212,7929,150,0.45,14625,4.25,0,-10.3252452245741,5,0.0800000000000001,0.0246192999261816,3,3,1.0,0,9,0,0.0,61000000,28000000,68,16,68,16,84,19.04761905,80.95238095,1.0,1.0,2166090,14.81,51627894980,14625466,5,5,5,0,0,0,0.228221328738273,2,0,0.0,6,7,11,15,5,B,D,B,B,C,운수장비
1586,2021,평화홀딩스,010770,B,C,6277,76,76,-157,-161,4,4170,1011,880,131,73,412.4,1119.14,1.21076947586427,-2.56,-3.01,-15.86,-1100,6096,150,0.73,14625,3.36,0,20.456726156208,107,-0.89,1.80566488941253,7,3,0.428571428571429,0,12,0,0.0,63000000,37000000,67,14,67,14,81,17.28395062,82.71604938,1.0,1.0,2277553,15.57,65229578360,14625466,5,5,5,0,0,0,0.195136074116966,2,0,0.0,6,9,11,15,5,B,D,B,B+,C,운수장비
1587,2022,평화홀딩스,010770,C,C,7402,36,36,-115,-141,26,4359,1225,1003,221,73,355.85,1287.58,0.4863550391786,-1.9,-2.13,-14.93,-962,6938,150,0.54,14625,4.0,0,17.9225744782539,-40,0.64,-0.724414436685666,7,3,0.428571428571429,0,14,0,0.0,61000000,44000000,61,15,61,15,76,19.73684211,80.26315789,1.0,1.0,2411735,16.49,54845497500,14625466,5,5,5,0,0,0,0.219376790830946,2,0,0.0,6,6,11,15,5,B,D,B,B,C,운수장비
1588,2023,평화홀딩스,010770,D,0,7971,168,168,109,82,28,4324,1285,1042,243,73,336.45,1340.54,2.10764019570945,1.03,1.96,8.0,560,7203,150,0.45,14625,4.65,0,7.68711159146176,132,0.65,1.62128515653085,7,3,0.428571428571429,0,13,0,0.0,66000000,47000000,67,16,67,16,83,19.27710843,80.72289157,1.0,1.0,2232115,15.26,47167127850,14625466,5,5,5,0,0,0,0.229096095560706,2,0,0.0,7,10,11,15,5,C,D,B,A,C,운수장비
1589,2019,아이에스동서,010780,0,B,7706,715,715,743,661,82,16102,12736,10983,1753,154,126.43,7017.96,9.27848429794965,8.57,2.93,6.1,2138,35590,700,0.93,30893,2.12,0,0.0,-93,0.0,0.0,0,0,0.0,0,5,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,1017911367700,30892606,5,5,5,0,0,0,0.44163950343297,3,0,0.0,12,3,10,15,3,,,,,,비금속광물
1590,2020,아이에스동서,010780,B,B+,12004,2090,2090,1416,1242,174,22315,13900,11774,2127,154,160.53,7594.73,17.4108630456515,10.35,4.35,10.92,4022,38474,1000,1.39,30893,1.87,0,55.774720996626,1375,-0.25,8.1323787477018,5,3,0.6,0,5,0,0.0,218000000,135000000,551,44,572,82,654,12.5382263,87.4617737,0.963286713,0.536585366,1673325,5.42,1649665160400,30892606,5,5,5,0,0,0,0.383818859588568,1,0,0.0,12,10,12,15,6,B,D,B+,A,A,비금속광물
1591,2021,아이에스동서,010780,B+,B+,16084,3108,3108,1107,1050,57,20529,14569,12401,2168,154,140.91,7990.11,19.3235513553842,6.53,3.1,8.68,3398,40451,1200,1.09,30893,2.71,0,33.9886704431856,1018,0.84,1.91268830973278,9,5,0.555555555555556,0,9,0,0.0,263000000,167000000,608,44,648,76,724,10.49723757,89.50276243,0.938271605,0.578947368,1635654,5.29,1366997815500,30892606,1,1,5,0,0,0,0.41509487720098,1,0,0.0,12,10,11,7,7,B+,B+,B,A,A,비금속광물
1592,2022,아이에스동서,010780,B+,B+,22784,3451,3451,2049,1957,92,21317,16061,13970,2091,154,132.72,9070.67,15.1465941011236,8.59,5.65,14.84,6334,45853,0,0.62,30893,0.0,0,41.6563044018901,343,-2.71,-4.17695725426064,10,6,0.6,0,10,1,10.0,261000000,150000000,627,44,682,81,763,10.61598952,89.38401048,0.919354839,0.543209877,1801342,5.83,871171489200,30892606,1,1,5,0,0,0,0.42969126223982,1,0,0.0,12,7,11,7,5,C,B+,B,B,A,비금속광물
1593,2023,아이에스동서,010780,B+,B+,20294,3405,3405,1603,1611,-9,24652,17722,15585,2137,154,139.1,10116.41,16.7783581354095,7.94,4.02,10.9,5216,51082,1500,0.57,30893,5.18,0,-10.9287219101124,-46,5.18,1.63176403428589,11,6,0.545454545454545,0,11,1,9.09090909090909,239000000,147000000,568,46,622,77,699,11.01573677,88.98426323,0.91318328,0.597402597,1776779,5.75,894340943700,30892606,5,5,5,0,0,0,0.418228158776608,1,0,0.0,12,5,11,15,7,B+,D,B,C,A,비금속광물
1594,2019,퍼스텍,010820,0,C,1263,-47,-47,-105,-105,0,1548,273,273,0,234,567.61,17.24,-3.72129849564529,-8.3,-6.12,-31.41,-224,586,0,3.56,46765,0.0,0,0.0,-93,0.0,0.0,0,0,0.0,0,12,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,97504691400,46764840,5,5,5,0,0,0,0.149917627677101,1,0,0.0,4,3,7,15,1,,,,,,기계
1595,2020,퍼스텍,010820,C,C,1321,40,40,71,71,0,1359,447,447,0,240,304.02,86.64,3.02800908402725,5.4,3.93,19.81,148,933,0,2.29,48061,0.0,0,4.59224069675377,87,0.0,6.74930757967254,4,1,0.25,0,12,0,0.0,60000000,26000000,349,1,349,6,355,1.690140845,98.30985915,1.0,0.166666667,1007302,2.1,102851524400,48061460,5,5,5,0,0,0,0.247371333702269,1,0,0.0,4,10,10,15,1,D,D,C,A,D,기계
1596,2021,퍼스텍,010820,C,D,1367,43,43,39,39,0,1422,434,434,0,240,327.64,81.19,3.14557425018288,2.83,2.12,8.79,81,906,0,3.09,48061,0.0,0,3.48221044663135,3,0.0,0.11756516615563,4,1,0.25,0,14,0,0.0,52000000,26000000,347,1,347,9,356,2.528089888,97.47191011,1.0,0.111111111,412406,0.86,134572088000,48061460,5,5,5,0,0,0,0.233836206896552,1,0,0.0,5,9,9,15,2,D,D,C,B+,D,기계
1597,2022,퍼스텍,010820,D,C,1602,31,31,18,18,0,1546,567,567,0,240,272.93,136.36,1.93508114856429,1.12,0.9,3.59,37,1182,0,2.78,48061,0.0,0,17.1909290416972,-12,0.0,-1.21049310161859,4,1,0.25,0,14,0,0.0,65000000,34000000,361,1,361,9,370,2.432432432,97.56756757,1.0,0.111111111,375854,0.78,157641588800,48061460,5,5,5,0,0,0,0.268338854708945,1,0,0.0,5,5,9,15,2,D,D,C,C,D,기계
1598,2023,퍼스텍,010820,A,0,1731,25,25,46,46,0,2027,623,623,0,244,325.23,156.18,1.44425187752744,2.67,1.94,7.77,95,1281,0,2.53,48772,0.0,0,8.05243445692885,-6,0.0,-0.490829271036854,4,1,0.25,0,16,0,0.0,70000000,33000000,374,1,378,10,388,2.577319588,97.42268041,0.989417989,0.1,1079883,2.21,158264938810,48771938,5,5,5,0,0,0,0.235005658242173,1,0,0.0,5,5,10,15,2,D,D,C,C,C,기계
1599,2019,삼호개발,010960,0,D,3646,236,236,215,216,0,1080,1907,1906,1,125,56.64,1471.9,6.47284695556775,5.92,7.48,11.65,863,7859,190,0.57,25000,4.27,0,0.0,-93,0.0,0.0,0,0,0.0,0,13,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,111250000000,25000000,5,5,5,0,0,0,0.638219544846051,1,0,0.0,7,3,6,15,3,,,,,,건설업
1600,2020,삼호개발,010960,D,C,3634,136,136,188,186,2,1014,2114,2111,3,125,47.98,1658.67,3.74243258117777,5.12,6.14,9.26,744,8793,190,0.49,25000,4.44,0,-0.329127811300056,-100,0.170000000000001,-2.73041437438998,4,1,0.25,0,15,0,0.0,53000000,45000000,337,9,2481,9,2490,0.361445783,99.63855422,0.135832326,1.0,1524210,6.1,106875000000,25000000,5,5,5,0,0,0,0.675831202046036,1,32,1.41,7,4,9,15,1,D,D,C,C,C,건설업
1601,2021,삼호개발,010960,C,B,3173,131,131,139,139,0,761,2207,2207,0,125,34.5,1759.62,4.12858493539237,4.39,4.57,6.45,557,9298,190,0.55,25000,3.73,0,-12.6857457347276,-5,-0.71,0.386152354214608,4,1,0.25,0,14,0,0.0,55000000,42000000,313,8,2061,8,2069,0.386660222,99.61333978,0.151868025,1.0,1465220,5.86,127500000000,25000000,5,5,5,0,0,0,0.743347928595487,1,0,0.0,8,3,9,15,4,C,D,C,C,C,건설업
1602,2022,삼호개발,010960,B,B+,3075,45,45,59,59,0,635,2189,2189,0,125,29.03,1744.78,1.46341463414634,1.93,2.05,2.7,237,9224,190,0.41,25000,4.97,0,-3.08855972265995,-86,1.24,-2.66517030124603,4,1,0.25,0,14,0,0.0,62000000,47000000,331,8,1908,8,1916,0.417536534,99.58246347,0.173480084,1.0,1164213,4.66,95500000000,25000000,5,5,5,0,0,0,0.77514164305949,1,0,0.0,7,4,9,15,4,C,D,C,C,C,건설업
1603,2023,삼호개발,010960,B+,0,3619,105,105,151,151,0,1010,2274,2274,0,125,44.43,1812.81,2.90135396518375,4.18,4.95,6.77,604,9564,190,0.35,25000,5.6,0,17.6910569105691,60,0.63,1.43793933103741,4,1,0.25,0,14,0,0.0,65000000,51000000,320,9,2244,17,2261,0.751879699,99.2481203,0.142602496,0.529411765,1068952,4.28,84875000000,25000000,5,5,5,0,0,0,0.692448233861145,1,0,0.0,7,10,9,15,4,C,D,C,A,C,건설업
1604,2019,진원생명과학,011000,0,C,412,-82,-82,-76,-76,0,271,241,241,0,219,112.6,20.55,-19.9029126213592,-18.47,-15.17,-28.5,-160,545,0,2.65,48522,0.0,0,0.0,-93,0.0,0.0,0,0,0.0,0,7,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,52842038370,21926157,5,5,5,0,0,0,0.470703125,1,0,0.0,4,3,6,15,1,,,,,,의약품
1605,2020,진원생명과학,011000,C,C,415,-185,-185,-186,-186,0,381,985,985,0,448,38.64,125.32,-44.5783132530121,-44.93,-19.87,-30.43,-301,1447,0,9.75,69713,0.0,0,0.728155339805836,-103,0.0,-24.6754006316528,3,1,0.333333333333333,0,7,0,0.0,580000000,226000000,20,18,23,18,41,43.90243902,56.09756098,0.869565217,1.0,5299274,11.84,964815222400,44771008,5,5,5,0,0,0,0.72108345534407,1,0,0.0,6,3,8,15,3,D,D,C,C,C,의약품
1606,2021,진원생명과학,011000,C,D,387,-274,-274,-159,-159,0,444,2065,2065,0,775,21.48,170.35,-70.8010335917313,-41.05,-8.2,-10.42,-221,2703,0,5.99,77479,0.0,0,-6.74698795180723,-89,0.0,-26.2227203387192,3,1,0.333333333333333,0,8,0,0.0,450000000,113000000,21,32,24,32,56,57.14285714,42.85714286,0.875,1.0,9786209,12.63,1255160691000,77479055,5,5,5,0,0,0,0.823037066560383,1,0,0.0,7,1,9,15,3,D,D,C,D,C,의약품
1607,2022,진원생명과학,011000,D,D,487,-401,-401,-382,-382,0,414,1815,1815,0,778,22.81,137.2,-82.340862422998,-78.31,-16.11,-19.67,-491,2372,0,3.01,77752,0.0,0,25.8397932816538,-127,0.0,-11.5398288312667,3,1,0.333333333333333,0,9,2,22.2222222222222,373000000,171000000,28,35,28,35,63,55.55555556,44.44444444,1.0,1.0,11869580,15.27,555146416860,77751599,5,5,5,0,0,0,0.814266487213997,1,0,0.0,7,4,9,15,4,C,D,C,C,C,의약품
1608,2023,진원생명과학,011000,A,A,402,-484,-484,-778,-778,0,395,1115,1115,0,785,35.45,45.84,-120.398009950249,-193.44,-41.6,-53.09,-998,1458,0,1.95,78474,0.0,0,-17.4537987679671,-83,0.0,-38.0571475272508,3,1,0.333333333333333,0,9,2,22.2222222222222,304000000,151000000,35,43,35,43,78,55.12820513,44.87179487,1.0,1.0,8464337,10.79,222865640280,78473817,5,5,5,0,0,0,0.73841059602649,1,0,0.0,5,1,8,15,5,C,D,D,D,D,의약품
1609,2019,LG이노텍,011070,0,A,79754,4764,4764,1023,1023,0,35662,22046,22046,0,1183,161.76,1763.28,5.97336810692881,1.28,1.77,4.73,4323,93164,300,1.5,23667,0.21,1,0.0,-93,0.0,0.0,0,0,0.0,0,41,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,3313394980000,23667107,5,5,5,0,0,0,0.382026755389201,2,0,0.0,14,3,10,15,2,,,,,,전기전자
1610,2020,LG이노텍,011070,A,A,95418,6810,6810,2361,2361,0,36109,24277,24277,0,1183,148.74,1951.8,7.13701817267182,2.47,4.0,10.19,9977,102590,700,1.78,23667,0.38,1,19.6403942122025,2046,0.17,1.16365006574302,7,4,0.571428571428571,1,39,1,2.56410256410256,306000000,230000000,6366,1156,8610,2217,10827,20.47658631,79.52341369,0.739372822,0.52142535,7936406,33.53,4319247027500,23667107,1,1,3,0,0,0,0.402030271917332,2,0,0.0,14,10,12,4,8,A,A,A,A,A,전기전자
1611,2021,LG이노텍,011070,A,A,149456,12642,12642,8883,8883,0,44271,33142,33142,0,1183,133.58,2700.96,8.45867680119902,5.94,12.89,30.94,37532,140048,3000,2.6,23667,0.82,1,56.6329204133392,5832,0.44,1.32165862852719,7,4,0.571428571428571,1,42,1,2.38095238095238,337000000,252000000,6783,1216,9831,2584,12415,20.81353202,79.18646798,0.68996033,0.470588235,6233795,26.34,8614826948000,23667107,2,1,3,0,0,0,0.428113777869636,4,0,0.0,15,10,15,5,8,A,B+,A,A,A,전기전자
1612,2022,LG이노텍,011070,A,A,195894,12718,12718,9798,9798,0,55278,42658,42658,0,1183,129.58,3505.1,6.49228664481812,5.0,11.18,25.85,41401,180255,4150,1.4,23667,1.64,1,31.0713521036292,76,0.82,-1.9663901563809,7,4,0.571428571428571,1,46,2,4.34782608695652,369000000,284000000,8773,1383,11809,3098,14907,20.78218287,79.21781713,0.742907952,0.446417043,5513868,23.3,5975944517500,23667107,2,1,4,1,0,0,0.435570168273158,4,0,0.0,15,9,15,5,8,A,A,A,B+,A,전기전자
1613,2023,LG이노텍,011070,A,A,206053,8308,8308,5652,5652,0,64897,47146,47146,0,1183,137.65,3884.34,4.03197235662669,2.74,5.38,12.59,23881,199217,2610,1.2,23667,1.09,0,5.18596792142689,-4410,-0.55,-2.46031428819142,7,4,0.571428571428571,1,50,2,4.0,375000000,295000000,9012,1422,11061,2751,13812,19.91746308,80.08253692,0.814754543,0.516902944,5097144,21.54,5668272126500,23667107,5,5,5,1,0,0,0.420784877234633,4,0,0.0,15,5,15,13,8,A,B+,A,C,A,전기전자
1614,2019,에넥스,011090,0,B,3636,-28,-28,-38,-36,-1,779,542,542,0,300,143.71,96.97,-0.77007700770077,-1.0,-2.62,-6.42,-61,985,0,1.14,59992,0.0,0,0.0,-93,0.0,0.0,0,0,0.0,0,8,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,67490596125,59991641,5,5,5,0,0,0,0.410606060606061,1,0,0.0,5,3,6,15,1,,,,,,기타제조업
1615,2020,에넥스,011090,B,B,2337,-85,-85,-89,-89,0,677,453,453,0,300,149.55,67.23,-3.63714163457424,-3.81,-7.26,-17.89,-148,836,0,1.44,59992,0.0,0,-35.7260726072607,-57,0.0,-2.86706462687347,3,1,0.333333333333333,0,8,0,0.0,48530000,38287000,213,71,213,71,284,25.0,75.0,1.0,1.0,842438,1.4,72289927405,59991641,5,5,5,0,0,0,0.401240035429584,1,0,0.0,5,2,8,15,5,C,D,D,D,C,기타제조업
1616,2021,에넥스,011090,B,C,2018,-123,-123,100,100,0,665,664,664,0,300,100.12,123.81,-6.09514370664024,4.97,8.15,17.95,167,1119,0,2.35,59992,0.0,0,-13.6499786050492,-38,0.0,-2.458002072066,3,0,0.0,0,6,0,0.0,50338000,38233000,220,63,220,63,283,0.222614841,0.777385159,1.0,1.0,557970,0.93,157478057625,59991641,5,5,5,0,0,0,0.499623777276148,1,0,0.0,6,2,8,15,5,C,D,D,D,C,기타제조업
1617,2022,에넥스,011090,C,C,2060,-235,-235,-235,-235,0,837,443,443,0,300,188.85,50.23,-11.4077669902913,-11.4,-17.99,-42.38,-391,751,0,1.02,59992,0.0,0,2.08126858275521,-112,0.0,-5.31262328365103,4,1,0.25,0,7,0,0.0,49497000,38225000,205,43,205,43,248,17.33870968,82.66129032,1.0,1.0,724551,1.21,46073580288,59991641,5,5,5,0,0,0,0.345823575331772,1,0,0.0,5,4,9,15,5,C,D,C,C,D,기타제조업
1618,2023,에넥스,011090,C,0,2306,-70,-70,-197,-197,-1,1051,390,388,1,300,269.59,31.89,-3.03555941023417,-8.53,-14.5,-47.3,-328,659,0,0.87,59992,0.0,0,11.9417475728155,165,0.0,8.37220758005709,4,1,0.25,0,6,0,0.0,52114000,40120000,167,33,167,33,200,16.5,83.5,1.0,1.0,170147,0.28,34315218652,59991641,5,5,5,0,0,0,0.270833333333333,1,0,0.0,5,10,9,15,4,C,D,C,A,D,기타제조업
1619,2019,CJ씨푸드,011150,0,B,1492,37,37,18,18,0,630,644,644,0,181,97.89,256.22,2.4798927613941,1.23,1.44,2.9,51,1781,0,1.51,35931,0.0,0,0.0,-93,0.0,0.0,0,0,0.0,0,5,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,96833433235,35930773,5,5,5,0,0,0,0.505891594658288,1,0,0.0,4,3,6,15,1,,,,,,음식료품
1620,2020,CJ씨푸드,011150,B,B,1491,40,40,21,21,0,695,659,659,0,181,105.49,264.56,2.68276324614353,1.41,1.6,3.23,58,1823,0,2.8,35931,0.0,0,-0.0670241286863216,3,0.0,0.202870484749426,3,1,0.333333333333333,0,5,0,0.0,51000000,35000000,221,192,235,221,456,48.46491228,51.53508772,0.940425532,0.868778281,0,0.0,183246942300,35930773,5,5,5,0,0,0,0.487065779748707,1,0,0.0,5,7,7,15,7,B+,D,D,B,D,음식료품
1621,2021,CJ씨푸드,011150,B,B,1621,45,45,22,22,0,663,671,671,0,181,98.76,271.49,2.77606415792721,1.36,1.64,3.32,61,1857,0,2.05,35931,0.0,0,8.71898054996647,5,0.0,0.0933009117836776,3,1,0.333333333333333,0,5,0,0.0,58000000,39000000,206,185,214,213,427,49.88290398,50.11709602,0.962616822,0.868544601,204857,0.57,136536937400,35930773,5,5,5,0,0,0,0.502998500749625,1,0,0.0,5,9,8,15,7,B+,D,D,B+,D,음식료품
1622,2022,CJ씨푸드,011150,B,B+,1527,41,41,74,74,0,677,757,757,0,181,89.47,318.97,2.68500327439424,4.86,5.36,10.39,205,2095,0,1.37,35931,0.0,0,-5.79888957433683,-4,0.0,-0.0910608835329683,3,1,0.333333333333333,0,5,0,0.0,41000000,32000000,188,159,195,184,379,48.54881266,51.45118734,0.964102564,0.864130435,323974,0.9,103300972375,35930773,5,5,5,0,0,0,0.5278940027894,1,0,0.0,4,2,8,15,7,B+,D,D,D,D,음식료품
1623,2023,CJ씨푸드,011150,B+,0,1483,41,41,44,44,0,902,781,781,0,181,115.51,332.04,2.76466621712745,2.99,2.85,5.77,123,2160,0,1.36,35931,0.0,0,-2.8814669286182,0,0.0,0.0796629427332074,3,1,0.333333333333333,0,5,0,0.0,42000000,28000000,173,162,177,178,355,50.14084507,49.85915493,0.97740113,0.91011236,218707,0.61,105636472620,35930773,5,5,5,0,0,0,0.464328180737218,1,0,0.0,4,5,8,15,7,B+,D,D,C,D,음식료품
1624,2019,롯데케미칼,011170,0,B+,151235,11073,11073,7567,7150,417,59900,140531,132044,8487,1714,42.62,7604.88,7.32171785631633,4.73,3.71,5.51,20067,370609,6442,0.58,35629,3.02,1,0.0,-93,0.0,0.0,0,0,0.0,0,10,1,10.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,7677693856000,34275419,5,5,5,0,1,0,0.701144034605425,5,0,0.0,16,3,12,15,3,,,,,,화학
1625,2020,롯데케미칼,011170,0,A,122230,3569,3569,1753,1585,169,56742,137124,128465,8658,1714,41.38,7396.05,2.91990509694838,1.3,0.89,1.22,4448,360564,3462,0.73,35629,1.32,1,-19.1787615300691,-7504,-1.7,-4.40181275936795,9,6,0.666666666666667,0,97,4,4.12371134020619,93000000,57000000,3765,667,3829,712,4541,15.67936578,84.32063422,0.983285453,0.936797753,8997307,26.25,9460015644000,34275419,2,2,4,0,1,0,0.707316947360277,5,0,0.0,16,1,15,8,8,A,B+,A,D,A,화학
1626,2021,롯데케미칼,011170,A,A,181205,15356,15356,14136,13337,799,74159,154392,143983,10410,1714,48.03,8301.51,8.47437984603074,7.36,6.69,9.79,37433,404117,7981,0.51,35629,3.86,1,48.2492023234885,11787,2.54,5.55447474908236,11,6,0.545454545454545,0,104,5,4.80769230769231,113000000,71000000,3797,697,3910,734,4644,15.80534022,84.19465978,0.971099744,0.949591281,8515994,24.85,7437765923000,34275419,3,2,4,0,1,0,0.67552241940565,5,0,0.0,16,12,15,9,9,A+,B+,A,A+,A,화학
1627,2022,롯데케미칼,011170,A,B+,222761,-7626,-7626,278,616,-338,95203,172642,144454,28189,1714,55.14,8329.0,-3.42339996678054,0.28,0.11,0.43,1729,405440,3365,0.44,35629,1.89,0,22.9331420214674,-22982,-1.97,-11.8977798128113,10,5,0.5,0,108,4,3.7037037037037,99000000,65000000,3833,734,3951,770,4721,16.31010379,83.68989621,0.970134143,0.953246753,8915295,26.01,6118162291500,34275419,3,2,4,0,1,0,0.644556946902325,5,0,0.0,16,4,15,9,8,A,B+,A,C,A,화학
1628,2023,롯데케미칼,011170,B+,A,199464,-3477,-3477,-392,-500,108,132438,202325,155431,46894,2139,65.46,7167.32,-1.74317170015642,-0.25,-0.13,-0.33,-1187,363366,3500,0.42,42775,2.28,0,-10.4582938665206,4149,0.39,1.68022826662412,9,6,0.666666666666667,0,109,4,3.6697247706422,103000000,69000000,3983,762,4162,796,4958,16.05486083,83.94513917,0.956991831,0.957286432,10747406,25.13,6553194190800,42775419,5,5,5,1,1,0,0.604382802161529,5,0,0.0,16,7,15,14,9,A+,B+,A,B,A,화학
1629,2019,HMM,011200,0,A,55131,-2997,-2997,-5898,-5899,1,60699,10903,10890,13,15921,556.71,-180.13,-5.43614300484301,-10.7,-10.46,-55.46,-1853,3420,0,1.04,316552,0.0,0,0.0,-93,0.0,0.0,0,0,0.0,0,26,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,1123760292250,316552195,5,5,5,0,0,0,0.152272282897126,2,0,0.0,13,3,10,15,4,,,,,,운수창고업
1630,2020,HMM,011200,A,A,64133,9808,9808,1240,1239,1,76848,16885,16874,12,16336,455.11,3.29,15.2932187797234,1.93,1.5,8.92,384,5164,0,2.7,326726,0.0,0,16.328381491357,12805,0.0,20.7293617845664,5,3,0.6,0,27,0,0.0,136220000,89398000,1110,322,1195,324,1519,21.32982225,78.67017775,0.928870293,0.99382716,22522977,6.89,4557832205850,326726323,5,5,5,0,0,0,0.180137410117994,2,0,0.0,14,10,13,15,7,B+,D,A,A,A,운수창고업
1631,2021,HMM,011200,A,A,137941,73775,73775,53372,53371,1,75178,103583,103573,10,24452,72.58,323.58,53.4830108524659,38.69,39.17,88.62,10913,21179,600,1.27,489040,2.23,0,115.085837244476,63967,2.23,38.1897920727425,5,3,0.6,0,25,0,0.0,230948000,156315000,1215,343,1328,350,1678,20.85816448,79.14183552,0.914909639,0.98,53164555,10.87,13155162442400,489039496,1,1,4,0,0,0,0.57944965624493,5,9,0.63,16,12,16,6,8,A,B+,A,A+,A,운수창고업
1632,2022,HMM,011200,A,A,185828,99494,99494,101171,101170,2,52855,207811,207795,16,24452,25.43,749.81,53.5409087973825,54.44,46.05,64.98,20687,42490,1200,0.46,489040,6.14,0,34.7155668002987,25719,3.91,0.0578979449166184,5,3,0.6,0,33,0,0.0,267555000,196266000,1314,363,1410,375,1785,21.00840336,78.99159664,0.931914894,0.968,44403004,9.08,9560722146800,489039496,1,1,4,0,0,0,0.797227880782761,5,8,0.51,16,11,15,6,8,A,B+,A,A,A,운수창고업
